time,branch,result,attempts,channel
2025-09-01T02:56:00Z,Orchard,failed,0,mobile
2025-09-01T02:56:00Z,Tampines,success,2,mobile
2025-09-01T02:56:00Z,Tampines,failed,0,mobile
2025-09-01T02:56:00Z,Jurong East,success,0,mobile
2025-09-01T02:56:00Z,Jurong East,failed,0,web
2025-09-01T02:56:00Z,Woodlands,success,1,mobile
2025-09-01T02:56:00Z,Woodlands,failed,0,mobile
2025-09-01T02:56:00Z,Paya Lebar,success,2,web
2025-09-01T02:56:00Z,Paya Lebar,failed,0,mobile
2025-09-01T02:56:00Z,Chinatown,success,3,mobile
2025-09-01T02:56:00Z,Chinatown,failed,0,mobile
2025-09-01T02:56:00Z,Marina Bay,success,3,mobile
2025-09-01T02:56:00Z,Marina Bay,failed,0,web
2025-09-01T02:56:00Z,Novena,success,1,web
2025-09-01T02:56:00Z,Novena,failed,0,web
2025-09-01T02:56:00Z,Hougang,success,0,web
2025-09-01T02:56:00Z,Hougang,failed,0,mobile
2025-09-01T02:57:00Z,Downtown,success,9,mobile
2025-09-01T02:57:00Z,Downtown,failed,0,web
2025-09-01T02:57:00Z,Orchard,success,13,web
2025-09-01T02:57:00Z,Orchard,failed,2,mobile
2025-09-01T02:57:00Z,Tampines,success,8,web
2025-09-01T02:57:00Z,Tampines,failed,0,web
2025-09-01T02:57:00Z,Jurong East,success,9,web
2025-09-01T02:57:00Z,Jurong East,failed,0,web
2025-09-01T02:57:00Z,Woodlands,success,3,web
2025-09-01T02:57:00Z,Woodlands,failed,0,mobile
2025-09-01T02:57:00Z,Paya Lebar,success,5,mobile
2025-09-01T02:57:00Z,Paya Lebar,failed,0,web
2025-09-01T02:57:00Z,Chinatown,success,3,mobile
2025-09-01T02:57:00Z,Chinatown,failed,1,mobile
2025-09-01T02:57:00Z,Marina Bay,success,11,mobile
2025-09-01T02:57:00Z,Marina Bay,failed,1,web
2025-09-01T02:57:00Z,Novena,success,5,web
2025-09-01T02:57:00Z,Novena,failed,0,web
2025-09-01T02:57:00Z,Hougang,success,7,web
2025-09-01T02:57:00Z,Hougang,failed,0,mobile
2025-09-01T02:58:00Z,Downtown,success,8,web
2025-09-01T02:58:00Z,Downtown,failed,0,web
2025-09-01T02:58:00Z,Orchard,success,11,mobile
2025-09-01T02:58:00Z,Orchard,failed,0,mobile
2025-09-01T02:58:00Z,Tampines,success,11,mobile
2025-09-01T02:58:00Z,Tampines,failed,0,mobile
2025-09-01T02:58:00Z,Jurong East,success,8,mobile
2025-09-01T02:58:00Z,Jurong East,failed,1,mobile
2025-09-01T02:58:00Z,Woodlands,success,10,web
2025-09-01T02:58:00Z,Woodlands,failed,0,web
2025-09-01T02:58:00Z,Paya Lebar,success,6,web
2025-09-01T02:58:00Z,Paya Lebar,failed,0,mobile
2025-09-01T02:58:00Z,Chinatown,success,11,web
2025-09-01T02:58:00Z,Chinatown,failed,0,web
2025-09-01T02:58:00Z,Marina Bay,success,8,web
2025-09-01T02:58:00Z,Marina Bay,failed,0,mobile
2025-09-01T02:58:00Z,Novena,success,5,web
2025-09-01T02:58:00Z,Novena,failed,0,mobile
2025-09-01T02:58:00Z,Hougang,success,9,mobile
2025-09-01T02:58:00Z,Hougang,failed,1,web
2025-09-01T02:59:00Z,Downtown,success,11,mobile
2025-09-01T02:59:00Z,Downtown,failed,0,mobile
2025-09-01T02:59:00Z,Orchard,success,7,web
2025-09-01T02:59:00Z,Orchard,failed,0,web
2025-09-01T02:59:00Z,Tampines,success,10,web
2025-09-01T02:59:00Z,Tampines,failed,0,mobile
2025-09-01T02:59:00Z,Jurong East,success,8,web
2025-09-01T02:59:00Z,Jurong East,failed,0,mobile
2025-09-01T02:59:00Z,Woodlands,success,2,web
2025-09-01T02:59:00Z,Woodlands,failed,0,web
2025-09-01T02:59:00Z,Paya Lebar,success,8,web
2025-09-01T02:59:00Z,Paya Lebar,failed,0,mobile
2025-09-01T02:59:00Z,Chinatown,success,8,mobile
2025-09-01T02:59:00Z,Chinatown,failed,1,web
2025-09-01T02:59:00Z,Marina Bay,success,8,web
2025-09-01T02:59:00Z,Marina Bay,failed,1,mobile
2025-09-01T02:59:00Z,Novena,success,6,web
2025-09-01T02:59:00Z,Novena,failed,0,mobile
2025-09-01T02:59:00Z,Hougang,success,4,mobile
2025-09-01T02:59:00Z,Hougang,failed,0,mobile
2025-09-01T03:00:00Z,Downtown,success,9,web
2025-09-01T03:00:00Z,Downtown,failed,1,mobile
2025-09-01T03:00:00Z,Orchard,success,12,web
2025-09-01T03:00:00Z,Orchard,failed,0,mobile
2025-09-01T03:00:00Z,Tampines,success,9,mobile
2025-09-01T03:00:00Z,Tampines,failed,1,web
2025-09-01T03:00:00Z,Jurong East,success,8,mobile
2025-09-01T03:00:00Z,Jurong East,failed,0,web
2025-09-01T03:00:00Z,Woodlands,success,10,web
2025-09-01T03:00:00Z,Woodlands,failed,1,mobile
2025-09-01T03:00:00Z,Paya Lebar,success,6,mobile
2025-09-01T03:00:00Z,Paya Lebar,failed,0,web
2025-09-01T03:00:00Z,Chinatown,success,10,web
2025-09-01T03:00:00Z,Chinatown,failed,1,mobile
2025-09-01T03:00:00Z,Marina Bay,success,9,mobile
2025-09-01T03:00:00Z,Marina Bay,failed,0,mobile
2025-09-01T03:00:00Z,Novena,success,6,web
2025-09-01T03:00:00Z,Novena,failed,0,web
2025-09-01T03:00:00Z,Hougang,success,9,web
2025-09-01T03:00:00Z,Hougang,failed,0,mobile
2025-09-01T03:01:00Z,Downtown,success,13,web
2025-09-01T03:01:00Z,Downtown,failed,0,mobile
2025-09-01T03:01:00Z,Orchard,success,6,mobile
2025-09-01T03:01:00Z,Orchard,failed,2,mobile
2025-09-01T03:01:00Z,Tampines,success,8,mobile
2025-09-01T03:01:00Z,Tampines,failed,1,mobile
2025-09-01T03:01:00Z,Jurong East,success,9,mobile
2025-09-01T03:01:00Z,Jurong East,failed,1,mobile
2025-09-01T03:01:00Z,Woodlands,success,9,mobile
2025-09-01T03:01:00Z,Woodlands,failed,0,web
2025-09-01T03:01:00Z,Paya Lebar,success,7,web
2025-09-01T03:01:00Z,Paya Lebar,failed,1,mobile
2025-09-01T03:01:00Z,Chinatown,success,5,web
2025-09-01T03:01:00Z,Chinatown,failed,1,mobile
2025-09-01T03:01:00Z,Marina Bay,success,8,web
2025-09-01T03:01:00Z,Marina Bay,failed,1,mobile
2025-09-01T03:01:00Z,Novena,success,7,web
2025-09-01T03:01:00Z,Novena,failed,0,mobile
2025-09-01T03:01:00Z,Hougang,success,6,web
2025-09-01T03:01:00Z,Hougang,failed,0,web
2025-09-01T03:02:00Z,Downtown,success,5,web
2025-09-01T03:02:00Z,Downtown,failed,0,web
2025-09-01T03:02:00Z,Orchard,success,8,mobile
2025-09-01T03:02:00Z,Orchard,failed,1,mobile
2025-09-01T03:02:00Z,Tampines,success,4,mobile
2025-09-01T03:02:00Z,Tampines,failed,0,web
2025-09-01T03:02:00Z,Jurong East,success,6,web
2025-09-01T03:02:00Z,Jurong East,failed,0,web
2025-09-01T03:02:00Z,Woodlands,success,6,mobile
2025-09-01T03:02:00Z,Woodlands,failed,0,web
2025-09-01T03:02:00Z,Paya Lebar,success,5,mobile
2025-09-01T03:02:00Z,Paya Lebar,failed,0,web
2025-09-01T03:02:00Z,Chinatown,success,6,web
2025-09-01T03:02:00Z,Chinatown,failed,0,web
2025-09-01T03:02:00Z,Marina Bay,success,3,mobile
2025-09-01T03:02:00Z,Marina Bay,failed,0,web
2025-09-01T03:02:00Z,Novena,success,2,web
2025-09-01T03:02:00Z,Novena,failed,0,mobile
2025-09-01T03:02:00Z,Hougang,success,4,mobile
2025-09-01T03:02:00Z,Hougang,failed,1,mobile
2025-09-01T03:03:00Z,Downtown,success,11,mobile
2025-09-01T03:03:00Z,Downtown,failed,0,mobile
2025-09-01T03:03:00Z,Orchard,success,5,mobile
2025-09-01T03:03:00Z,Orchard,failed,0,mobile
2025-09-01T03:03:00Z,Tampines,success,9,web
2025-09-01T03:03:00Z,Tampines,failed,0,web
2025-09-01T03:03:00Z,Jurong East,success,8,mobile
2025-09-01T03:03:00Z,Jurong East,failed,0,web
2025-09-01T03:03:00Z,Woodlands,success,8,web
2025-09-01T03:03:00Z,Woodlands,failed,0,web
2025-09-01T03:03:00Z,Paya Lebar,success,6,web
2025-09-01T03:03:00Z,Paya Lebar,failed,0,web
2025-09-01T03:03:00Z,Chinatown,success,5,web
2025-09-01T03:03:00Z,Chinatown,failed,0,web
2025-09-01T03:03:00Z,Marina Bay,success,7,web
2025-09-01T03:03:00Z,Marina Bay,failed,0,mobile
2025-09-01T03:03:00Z,Novena,success,7,web
2025-09-01T03:03:00Z,Novena,failed,0,mobile
2025-09-01T03:03:00Z,Hougang,success,4,web
2025-09-01T03:03:00Z,Hougang,failed,1,web
2025-09-01T03:04:00Z,Downtown,success,10,web
2025-09-01T03:04:00Z,Downtown,failed,2,web
2025-09-01T03:04:00Z,Orchard,success,13,mobile
2025-09-01T03:04:00Z,Orchard,failed,0,web
2025-09-01T03:04:00Z,Tampines,success,10,mobile
2025-09-01T03:04:00Z,Tampines,failed,0,web
2025-09-01T03:04:00Z,Jurong East,success,10,mobile
2025-09-01T03:04:00Z,Jurong East,failed,0,mobile
2025-09-01T03:04:00Z,Woodlands,success,10,mobile
2025-09-01T03:04:00Z,Woodlands,failed,0,mobile
2025-09-01T03:04:00Z,Paya Lebar,success,8,web
2025-09-01T03:04:00Z,Paya Lebar,failed,1,mobile
2025-09-01T03:04:00Z,Chinatown,success,8,web
2025-09-01T03:04:00Z,Chinatown,failed,0,mobile
2025-09-01T03:04:00Z,Marina Bay,success,10,web
2025-09-01T03:04:00Z,Marina Bay,failed,3,mobile
2025-09-01T03:04:00Z,Novena,success,7,web
2025-09-01T03:04:00Z,Novena,failed,0,mobile
2025-09-01T03:04:00Z,Hougang,success,5,web
2025-09-01T03:04:00Z,Hougang,failed,1,web
2025-09-01T03:05:00Z,Downtown,success,18,mobile
2025-09-01T03:05:00Z,Downtown,failed,0,mobile
2025-09-01T03:05:00Z,Orchard,success,17,mobile
2025-09-01T03:05:00Z,Orchard,failed,1,web
2025-09-01T03:05:00Z,Tampines,success,17,mobile
2025-09-01T03:05:00Z,Tampines,failed,0,mobile
2025-09-01T03:05:00Z,Jurong East,success,11,mobile
2025-09-01T03:05:00Z,Jurong East,failed,1,mobile
2025-09-01T03:05:00Z,Woodlands,success,9,web
2025-09-01T03:05:00Z,Woodlands,failed,2,mobile
2025-09-01T03:05:00Z,Paya Lebar,success,14,mobile
2025-09-01T03:05:00Z,Paya Lebar,failed,0,web
2025-09-01T03:05:00Z,Chinatown,success,11,web
2025-09-01T03:05:00Z,Chinatown,failed,0,mobile
2025-09-01T03:05:00Z,Marina Bay,success,14,mobile
2025-09-01T03:05:00Z,Marina Bay,failed,0,web
2025-09-01T03:05:00Z,Novena,success,11,web
2025-09-01T03:05:00Z,Novena,failed,0,mobile
2025-09-01T03:05:00Z,Hougang,success,8,web
2025-09-01T03:05:00Z,Hougang,failed,0,web
2025-09-01T03:06:00Z,Downtown,success,6,mobile
2025-09-01T03:06:00Z,Downtown,failed,0,web
2025-09-01T03:06:00Z,Orchard,success,7,mobile
2025-09-01T03:06:00Z,Orchard,failed,0,mobile
2025-09-01T03:06:00Z,Tampines,success,7,web
2025-09-01T03:06:00Z,Tampines,failed,0,web
2025-09-01T03:06:00Z,Jurong East,success,3,web
2025-09-01T03:06:00Z,Jurong East,failed,0,mobile
2025-09-01T03:06:00Z,Woodlands,success,4,mobile
2025-09-01T03:06:00Z,Woodlands,failed,0,mobile
2025-09-01T03:06:00Z,Paya Lebar,success,5,web
2025-09-01T03:06:00Z,Paya Lebar,failed,0,web
2025-09-01T03:06:00Z,Chinatown,success,2,web
2025-09-01T03:06:00Z,Chinatown,failed,1,web
2025-09-01T03:06:00Z,Marina Bay,success,3,mobile
2025-09-01T03:06:00Z,Marina Bay,failed,1,mobile
2025-09-01T03:06:00Z,Novena,success,4,web
2025-09-01T03:06:00Z,Novena,failed,0,mobile
2025-09-01T03:06:00Z,Hougang,success,0,mobile
2025-09-01T03:06:00Z,Hougang,failed,0,web
2025-09-01T03:07:00Z,Downtown,success,15,mobile
2025-09-01T03:07:00Z,Downtown,failed,0,web
2025-09-01T03:07:00Z,Orchard,success,14,mobile
2025-09-01T03:07:00Z,Orchard,failed,0,mobile
2025-09-01T03:07:00Z,Tampines,success,11,web
2025-09-01T03:07:00Z,Tampines,failed,0,web
2025-09-01T03:07:00Z,Jurong East,success,9,web
2025-09-01T03:07:00Z,Jurong East,failed,2,mobile
2025-09-01T03:07:00Z,Woodlands,success,10,mobile
2025-09-01T03:07:00Z,Woodlands,failed,0,mobile
2025-09-01T03:07:00Z,Paya Lebar,success,10,web
2025-09-01T03:07:00Z,Paya Lebar,failed,0,web
2025-09-01T03:07:00Z,Chinatown,success,7,mobile
2025-09-01T03:07:00Z,Chinatown,failed,0,web
2025-09-01T03:07:00Z,Marina Bay,success,12,web
2025-09-01T03:07:00Z,Marina Bay,failed,1,mobile
2025-09-01T03:07:00Z,Novena,success,12,mobile
2025-09-01T03:07:00Z,Novena,failed,0,mobile
2025-09-01T03:07:00Z,Hougang,success,11,web
2025-09-01T03:07:00Z,Hougang,failed,0,web
2025-09-01T03:08:00Z,Downtown,success,13,mobile
2025-09-01T03:08:00Z,Downtown,failed,0,web
2025-09-01T03:08:00Z,Orchard,success,12,mobile
2025-09-01T03:08:00Z,Orchard,failed,0,mobile
2025-09-01T03:08:00Z,Tampines,success,9,mobile
2025-09-01T03:08:00Z,Tampines,failed,0,mobile
2025-09-01T03:08:00Z,Jurong East,success,8,mobile
2025-09-01T03:08:00Z,Jurong East,failed,1,web
2025-09-01T03:08:00Z,Woodlands,success,5,web
2025-09-01T03:08:00Z,Woodlands,failed,0,mobile
2025-09-01T03:08:00Z,Paya Lebar,success,8,web
2025-09-01T03:08:00Z,Paya Lebar,failed,0,mobile
2025-09-01T03:08:00Z,Chinatown,success,5,mobile
2025-09-01T03:08:00Z,Chinatown,failed,0,web
2025-09-01T03:08:00Z,Marina Bay,success,11,web
2025-09-01T03:08:00Z,Marina Bay,failed,1,mobile
2025-09-01T03:08:00Z,Novena,success,9,web
2025-09-01T03:08:00Z,Novena,failed,0,mobile
2025-09-01T03:08:00Z,Hougang,success,7,mobile
2025-09-01T03:08:00Z,Hougang,failed,0,mobile
2025-09-01T03:09:00Z,Downtown,success,18,mobile
2025-09-01T03:09:00Z,Downtown,failed,1,web
2025-09-01T03:09:00Z,Orchard,success,13,web
2025-09-01T03:09:00Z,Orchard,failed,1,web
2025-09-01T03:09:00Z,Tampines,success,12,web
2025-09-01T03:09:00Z,Tampines,failed,0,mobile
2025-09-01T03:09:00Z,Jurong East,success,12,web
2025-09-01T03:09:00Z,Jurong East,failed,1,web
2025-09-01T03:09:00Z,Woodlands,success,9,mobile
2025-09-01T03:09:00Z,Woodlands,failed,2,mobile
2025-09-01T03:09:00Z,Paya Lebar,success,10,mobile
2025-09-01T03:09:00Z,Paya Lebar,failed,0,mobile
2025-09-01T03:09:00Z,Chinatown,success,13,web
2025-09-01T03:09:00Z,Chinatown,failed,1,web
2025-09-01T03:09:00Z,Marina Bay,success,13,mobile
2025-09-01T03:09:00Z,Marina Bay,failed,2,web
2025-09-01T03:09:00Z,Novena,success,9,web
2025-09-01T03:09:00Z,Novena,failed,0,mobile
2025-09-01T03:09:00Z,Hougang,success,9,mobile
2025-09-01T03:09:00Z,Hougang,failed,1,mobile
2025-09-01T03:10:00Z,Downtown,success,11,web
2025-09-01T03:10:00Z,Downtown,failed,0,mobile
2025-09-01T03:10:00Z,Orchard,success,9,mobile
2025-09-01T03:10:00Z,Orchard,failed,2,mobile
2025-09-01T03:10:00Z,Tampines,success,10,web
2025-09-01T03:10:00Z,Tampines,failed,0,mobile
2025-09-01T03:10:00Z,Jurong East,success,10,mobile
2025-09-01T03:10:00Z,Jurong East,failed,0,mobile
2025-09-01T03:10:00Z,Woodlands,success,7,mobile
2025-09-01T03:10:00Z,Woodlands,failed,0,web
2025-09-01T03:10:00Z,Paya Lebar,success,7,mobile
2025-09-01T03:10:00Z,Paya Lebar,failed,1,mobile
2025-09-01T03:10:00Z,Chinatown,success,8,mobile
2025-09-01T03:10:00Z,Chinatown,failed,0,mobile
2025-09-01T03:10:00Z,Marina Bay,success,9,mobile
2025-09-01T03:10:00Z,Marina Bay,failed,2,mobile
2025-09-01T03:10:00Z,Novena,success,8,mobile
2025-09-01T03:10:00Z,Novena,failed,1,web
2025-09-01T03:10:00Z,Hougang,success,7,mobile
2025-09-01T03:10:00Z,Hougang,failed,0,mobile
2025-09-01T03:11:00Z,Downtown,success,6,mobile
2025-09-01T03:11:00Z,Downtown,failed,0,mobile
2025-09-01T03:11:00Z,Orchard,success,2,web
2025-09-01T03:11:00Z,Orchard,failed,0,mobile
2025-09-01T03:11:00Z,Tampines,success,2,web
2025-09-01T03:11:00Z,Tampines,failed,0,mobile
2025-09-01T03:11:00Z,Jurong East,success,5,mobile
2025-09-01T03:11:00Z,Jurong East,failed,0,mobile
2025-09-01T03:11:00Z,Woodlands,success,3,web
2025-09-01T03:11:00Z,Woodlands,failed,0,mobile
2025-09-01T03:11:00Z,Paya Lebar,success,3,mobile
2025-09-01T03:11:00Z,Paya Lebar,failed,0,web
2025-09-01T03:11:00Z,Chinatown,success,6,mobile
2025-09-01T03:11:00Z,Chinatown,failed,0,web
2025-09-01T03:11:00Z,Marina Bay,success,4,web
2025-09-01T03:11:00Z,Marina Bay,failed,1,mobile
2025-09-01T03:11:00Z,Novena,success,3,mobile
2025-09-01T03:11:00Z,Novena,failed,0,web
2025-09-01T03:11:00Z,Hougang,success,3,web
2025-09-01T03:11:00Z,Hougang,failed,0,web
2025-09-01T03:12:00Z,Downtown,success,9,mobile
2025-09-01T03:12:00Z,Downtown,failed,0,mobile
2025-09-01T03:12:00Z,Orchard,success,11,mobile
2025-09-01T03:12:00Z,Orchard,failed,1,mobile
2025-09-01T03:12:00Z,Tampines,success,8,mobile
2025-09-01T03:12:00Z,Tampines,failed,0,web
2025-09-01T03:12:00Z,Jurong East,success,13,web
2025-09-01T03:12:00Z,Jurong East,failed,0,mobile
2025-09-01T03:12:00Z,Woodlands,success,10,mobile
2025-09-01T03:12:00Z,Woodlands,failed,0,web
2025-09-01T03:12:00Z,Paya Lebar,success,6,web
2025-09-01T03:12:00Z,Paya Lebar,failed,0,mobile
2025-09-01T03:12:00Z,Chinatown,success,7,mobile
2025-09-01T03:12:00Z,Chinatown,failed,1,web
2025-09-01T03:12:00Z,Marina Bay,success,8,mobile
2025-09-01T03:12:00Z,Marina Bay,failed,0,mobile
2025-09-01T03:12:00Z,Novena,success,6,web
2025-09-01T03:12:00Z,Novena,failed,0,mobile
2025-09-01T03:12:00Z,Hougang,success,5,web
2025-09-01T03:12:00Z,Hougang,failed,0,mobile
2025-09-01T03:13:00Z,Downtown,success,13,web
2025-09-01T03:13:00Z,Downtown,failed,0,mobile
2025-09-01T03:13:00Z,Orchard,success,13,mobile
2025-09-01T03:13:00Z,Orchard,failed,0,mobile
2025-09-01T03:13:00Z,Tampines,success,9,mobile
2025-09-01T03:13:00Z,Tampines,failed,0,mobile
2025-09-01T03:13:00Z,Jurong East,success,9,mobile
2025-09-01T03:13:00Z,Jurong East,failed,1,mobile
2025-09-01T03:13:00Z,Woodlands,success,10,mobile
2025-09-01T03:13:00Z,Woodlands,failed,1,mobile
2025-09-01T03:13:00Z,Paya Lebar,success,2,web
2025-09-01T03:13:00Z,Paya Lebar,failed,0,web
2025-09-01T03:13:00Z,Chinatown,success,9,mobile
2025-09-01T03:13:00Z,Chinatown,failed,1,web
2025-09-01T03:13:00Z,Marina Bay,success,8,mobile
2025-09-01T03:13:00Z,Marina Bay,failed,0,mobile
2025-09-01T03:13:00Z,Novena,success,6,web
2025-09-01T03:13:00Z,Novena,failed,1,web
2025-09-01T03:13:00Z,Hougang,success,9,web
2025-09-01T03:13:00Z,Hougang,failed,0,web
2025-09-01T03:14:00Z,Downtown,success,26,web
2025-09-01T03:14:00Z,Downtown,failed,2,web
2025-09-01T03:14:00Z,Orchard,success,22,web
2025-09-01T03:14:00Z,Orchard,failed,2,web
2025-09-01T03:14:00Z,Tampines,success,22,web
2025-09-01T03:14:00Z,Tampines,failed,2,mobile
2025-09-01T03:14:00Z,Jurong East,success,25,mobile
2025-09-01T03:14:00Z,Jurong East,failed,1,web
2025-09-01T03:14:00Z,Woodlands,success,20,mobile
2025-09-01T03:14:00Z,Woodlands,failed,1,web
2025-09-01T03:14:00Z,Paya Lebar,success,18,web
2025-09-01T03:14:00Z,Paya Lebar,failed,1,web
2025-09-01T03:14:00Z,Chinatown,success,22,web
2025-09-01T03:14:00Z,Chinatown,failed,0,web
2025-09-01T03:14:00Z,Marina Bay,success,25,mobile
2025-09-01T03:14:00Z,Marina Bay,failed,2,web
2025-09-01T03:14:00Z,Novena,success,17,web
2025-09-01T03:14:00Z,Novena,failed,0,web
2025-09-01T03:14:00Z,Hougang,success,19,web
2025-09-01T03:14:00Z,Hougang,failed,0,mobile
2025-09-01T03:15:00Z,Downtown,success,0,web
2025-09-01T03:15:00Z,Downtown,failed,0,web
2025-09-01T03:15:00Z,Orchard,success,0,web
2025-09-01T03:15:00Z,Orchard,failed,0,mobile
2025-09-01T03:15:00Z,Tampines,success,2,mobile
2025-09-01T03:15:00Z,Tampines,failed,0,mobile
2025-09-01T03:15:00Z,Jurong East,success,1,mobile
2025-09-01T03:15:00Z,Jurong East,failed,0,mobile
2025-09-01T03:15:00Z,Woodlands,success,0,web
2025-09-01T03:15:00Z,Woodlands,failed,0,mobile
2025-09-01T03:15:00Z,Paya Lebar,success,0,web
2025-09-01T03:15:00Z,Paya Lebar,failed,0,mobile
2025-09-01T03:15:00Z,Chinatown,success,0,web
2025-09-01T03:15:00Z,Chinatown,failed,0,mobile
2025-09-01T03:15:00Z,Marina Bay,success,0,mobile
2025-09-01T03:15:00Z,Marina Bay,failed,0,web
2025-09-01T03:15:00Z,Novena,success,0,mobile
2025-09-01T03:15:00Z,Novena,failed,0,mobile
2025-09-01T03:15:00Z,Hougang,success,1,mobile
2025-09-01T03:15:00Z,Hougang,failed,0,mobile
2025-09-01T03:16:00Z,Downtown,success,2,mobile
2025-09-01T03:16:00Z,Downtown,failed,0,web
2025-09-01T03:16:00Z,Orchard,success,1,mobile
2025-09-01T03:16:00Z,Orchard,failed,1,mobile
2025-09-01T03:16:00Z,Tampines,success,1,mobile
2025-09-01T03:16:00Z,Tampines,failed,0,mobile
2025-09-01T03:16:00Z,Jurong East,success,2,mobile
2025-09-01T03:16:00Z,Jurong East,failed,0,mobile
2025-09-01T03:16:00Z,Woodlands,success,2,mobile
2025-09-01T03:16:00Z,Woodlands,failed,1,web
2025-09-01T03:16:00Z,Paya Lebar,success,4,mobile
2025-09-01T03:16:00Z,Paya Lebar,failed,0,web
2025-09-01T03:16:00Z,Chinatown,success,5,mobile
2025-09-01T03:16:00Z,Chinatown,failed,0,mobile
2025-09-01T03:16:00Z,Marina Bay,success,0,web
2025-09-01T03:16:00Z,Marina Bay,failed,0,mobile
2025-09-01T03:16:00Z,Novena,success,0,web
2025-09-01T03:16:00Z,Novena,failed,0,web
2025-09-01T03:16:00Z,Hougang,success,3,mobile
2025-09-01T03:16:00Z,Hougang,failed,0,web
2025-09-01T03:17:00Z,Downtown,success,3,mobile
2025-09-01T03:17:00Z,Downtown,failed,0,web
2025-09-01T03:17:00Z,Orchard,success,3,web
2025-09-01T03:17:00Z,Orchard,failed,0,mobile
2025-09-01T03:17:00Z,Tampines,success,4,mobile
2025-09-01T03:17:00Z,Tampines,failed,0,mobile
2025-09-01T03:17:00Z,Jurong East,success,7,mobile
2025-09-01T03:17:00Z,Jurong East,failed,0,web
2025-09-01T03:17:00Z,Woodlands,success,6,mobile
2025-09-01T03:17:00Z,Woodlands,failed,0,web
2025-09-01T03:17:00Z,Paya Lebar,success,4,mobile
2025-09-01T03:17:00Z,Paya Lebar,failed,1,mobile
2025-09-01T03:17:00Z,Chinatown,success,6,mobile
2025-09-01T03:17:00Z,Chinatown,failed,0,mobile
2025-09-01T03:17:00Z,Marina Bay,success,3,web
2025-09-01T03:17:00Z,Marina Bay,failed,0,mobile
2025-09-01T03:17:00Z,Novena,success,1,mobile
2025-09-01T03:17:00Z,Novena,failed,0,web
2025-09-01T03:17:00Z,Hougang,success,0,mobile
2025-09-01T03:17:00Z,Hougang,failed,0,mobile
2025-09-01T03:18:00Z,Downtown,success,15,mobile
2025-09-01T03:18:00Z,Downtown,failed,2,web
2025-09-01T03:18:00Z,Orchard,success,10,mobile
2025-09-01T03:18:00Z,Orchard,failed,1,web
2025-09-01T03:18:00Z,Tampines,success,14,mobile
2025-09-01T03:18:00Z,Tampines,failed,0,web
2025-09-01T03:18:00Z,Jurong East,success,9,web
2025-09-01T03:18:00Z,Jurong East,failed,0,mobile
2025-09-01T03:18:00Z,Woodlands,success,7,web
2025-09-01T03:18:00Z,Woodlands,failed,0,web
2025-09-01T03:18:00Z,Paya Lebar,success,7,web
2025-09-01T03:18:00Z,Paya Lebar,failed,0,web
2025-09-01T03:18:00Z,Chinatown,success,9,web
2025-09-01T03:18:00Z,Chinatown,failed,0,mobile
2025-09-01T03:18:00Z,Marina Bay,success,12,web
2025-09-01T03:18:00Z,Marina Bay,failed,0,web
2025-09-01T03:18:00Z,Novena,success,7,web
2025-09-01T03:18:00Z,Novena,failed,1,mobile
2025-09-01T03:18:00Z,Hougang,success,7,mobile
2025-09-01T03:18:00Z,Hougang,failed,0,mobile
2025-09-01T03:19:00Z,Downtown,success,13,mobile
2025-09-01T03:19:00Z,Downtown,failed,0,mobile
2025-09-01T03:19:00Z,Orchard,success,6,mobile
2025-09-01T03:19:00Z,Orchard,failed,2,web
2025-09-01T03:19:00Z,Tampines,success,6,web
2025-09-01T03:19:00Z,Tampines,failed,0,mobile
2025-09-01T03:19:00Z,Jurong East,success,3,mobile
2025-09-01T03:19:00Z,Jurong East,failed,1,web
2025-09-01T03:19:00Z,Woodlands,success,7,mobile
2025-09-01T03:19:00Z,Woodlands,failed,0,mobile
2025-09-01T03:19:00Z,Paya Lebar,success,9,mobile
2025-09-01T03:19:00Z,Paya Lebar,failed,0,mobile
2025-09-01T03:19:00Z,Chinatown,success,3,mobile
2025-09-01T03:19:00Z,Chinatown,failed,0,mobile
2025-09-01T03:19:00Z,Marina Bay,success,8,mobile
2025-09-01T03:19:00Z,Marina Bay,failed,0,mobile
2025-09-01T03:19:00Z,Novena,success,7,web
2025-09-01T03:19:00Z,Novena,failed,0,mobile
2025-09-01T03:19:00Z,Hougang,success,2,web
2025-09-01T03:19:00Z,Hougang,failed,0,mobile
2025-09-01T03:20:00Z,Downtown,success,17,mobile
2025-09-01T03:20:00Z,Downtown,failed,0,web
2025-09-01T03:20:00Z,Orchard,success,16,mobile
2025-09-01T03:20:00Z,Orchard,failed,0,mobile
2025-09-01T03:20:00Z,Tampines,success,13,web
2025-09-01T03:20:00Z,Tampines,failed,0,mobile
2025-09-01T03:20:00Z,Jurong East,success,13,mobile
2025-09-01T03:20:00Z,Jurong East,failed,0,web
2025-09-01T03:20:00Z,Woodlands,success,8,mobile
2025-09-01T03:20:00Z,Woodlands,failed,0,web
2025-09-01T03:20:00Z,Paya Lebar,success,12,mobile
2025-09-01T03:20:00Z,Paya Lebar,failed,0,mobile
2025-09-01T03:20:00Z,Chinatown,success,12,mobile
2025-09-01T03:20:00Z,Chinatown,failed,2,mobile
2025-09-01T03:20:00Z,Marina Bay,success,11,mobile
2025-09-01T03:20:00Z,Marina Bay,failed,1,web
